,name,rank,year,company.founded,company.name,company.relationship,company.sector,company.type,demographics.age,demographics.gender,location.citizenship,location.country code,location.gdp,location.region,wealth.type,wealth.worth in billions,wealth.how.category,wealth.how.from emerging,wealth.how.industry,wealth.how.inherited,wealth.how.was founder,wealth.how.was political
1975,Neal Patterson,988,2014,1979,Cerner Corporation,founder,healthcare IT,new,64,male,United States,USA,0.0,North America,founder non-finance,1.8,New Sectors,True,Technology-Medical,not inherited,True,True
1976,Nikolai Tsvetkov,988,2014,1993,Financial Corporation Uralsib,founder,finance,new,53,male,Russia,RUS,0.0,Europe,self-made finance,1.8,Financial,True,Money Management,not inherited,True,True
1977,Polys Haji-Ioannou,988,2014,1995,EasyJet,owner,airplanes,new,55,male,Cyprus,CYP,0.0,Europe,executive,1.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1978,Ravi Pillai,988,2014,1979,RP Group,chairman,construction,new,60,male,India,IND,0.0,South Asia,executive,1.8,Non-Traded Sectors,True,Constrution,not inherited,True,True
1979,Rishad Naoroji,988,2014,1897,Godrej Group,relation,security,new,62,male,India,IND,0.0,South Asia,inherited,1.8,Traded Sectors,True,Consumer,3rd generation,True,True
1980,Roberto Hernandez Ramirez,988,2014,1884,Banamex,former CEO,finance,aquired,71,male,Mexico,MEX,0.0,Latin America,self-made finance,1.8,Financial,True,Money Management,not inherited,True,True
1981,Ronald Wanek,988,2014,1970,Ashley Furniture,founder,furniture,aquired,72,male,United States,USA,0.0,North America,founder non-finance,1.8,Traded Sectors,True,Consumer,not inherited,True,True
1982,Stanley Perron,988,2014,1959,Hancock Prospecting,investor,raw materials,new,91,male,Australia,AUS,0.0,North America,self-made finance,1.8,Financial,True,Real Estate,not inherited,True,True
1983,Sunny Varkey,988,2014,1959,GEMS Education,chairman,education,new,56,male,India,IND,0.0,South Asia,executive,1.8,0,True,Other,not inherited,True,True
1984,Susan Hirt Hagen,988,2014,1925,Erie Indemnity,relation,insurance,new,77,female,United States,USA,0.0,North America,inherited,1.8,Financial,True,Money Management,father,True,True
1985,Thomas Meyer,988,2014,1984,Desigual,founder,retail,new,0,male,Switzerland,CHE,0.0,Europe,founder non-finance,1.8,Traded Sectors,True,Consumer,not inherited,True,True
1986,Timur Kulibaev,988,2014,1923,Halyk Bank,owner,finance,privatization,47,male,Kazakhstan,KAZ,0.0,South Asia,privatized and resources,1.8,Financial,True,Money Management,not inherited,True,True
1987,Tiong Hiew King,988,2014,1976,Rimbunan Hijau Group,founder,raw materials,new,78,male,Malaysia,MYS,0.0,East Asia,privatized and resources,1.8,Resource Related,True,Mining and metals,not inherited,True,True
1988,Tsai Cheng-da,988,2014,1962,Cathay Life Insurance,relation,finance,new,0,male,Taiwan,Taiwan,0.0,East Asia,inherited,1.8,Financial,True,Money Management,father,True,True
1989,Wu Guangming,988,2014,1998,Jiangsu Yuyue Medical Equipment and Supply,founder,medicals,new,52,male,China,CHN,0.0,East Asia,founder non-finance,1.8,New Sectors,True,Technology-Medical,not inherited,True,True
1990,Yasseen Mansour,988,2014,1952,Mansour Group,relation,automobiles,new,52,male,Egypt,EGY,0.0,Middle East/North Africa,inherited,1.8,Financial,True,Diversified financial,father,True,True
1991,Yuri Milner,988,2014,1999,Digital Sky Technologies (Mail.ru),founder,venture capitalist,new,52,male,Russia,RUS,0.0,Europe,founder non-finance,1.8,New Sectors,True,Technology-Computer,not inherited,True,True
1992,Zhang Zhirong,988,2014,2005,China Rongsheng,CEO,shipbuilding,new,45,male,Hong Kong,HKG,0.0,East Asia,executive,1.8,Traded Sectors,True,Non-consumer industrial,not inherited,True,True
1993,Zhu Xingliang,988,2014,1994,Suzhou Gold Mantis,investor,construction,new,54,male,China,CHN,0.0,East Asia,executive,1.8,Non-Traded Sectors,True,Constrution,not inherited,True,True
1994,Alain Bouchard,1036,2014,1980,Alimentation Couche-Tard,founder,retail,new,64,male,Canada,CAN,0.0,North America,founder non-finance,1.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1995,Bill Adderley,1036,2014,1979,Dunelm,founder,furniture,new,66,male,United Kingdom,GBR,0.0,Europe,founder non-finance,1.8,Traded Sectors,True,Consumer,not inherited,True,True
1996,David Nahmad,1036,2014,1960,,founder,art dealing,new,66,male,Monaco,MCO,0.0,Europe,founder non-finance,1.8,0,True,Other,not inherited,True,True
1997,Gerald Schwartz,1036,2014,1983,Onex Corporation,founder,finance,new,72,male,Canada,CAN,0.0,North America,self-made finance,1.8,Financial,True,Money Management,not inherited,True,True
1998,Jayme Garfinkel,1036,2014,1945,Porto Seguro Seguros,Chairman and Chief Executive Officer,insurance,new,67,male,Brazil,BRA,0.0,Latin America,inherited,1.8,Financial,True,Money Management,father,True,True
1999,John Brown,1036,2014,1941,Stryker Corporation,Chairman,medicals,new,79,male,United States,USA,0.0,North America,executive,1.8,New Sectors,True,Technology-Medical,not inherited,True,True
2000,Judy Love,1036,2014,1964,Love's Travel Stops & Country Stores,founder,truck stops,new,0,female,United States,USA,0.0,North America,founder non-finance,1.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
2001,Lynda Resnick,1036,2014,1934,"Teleflora, Pistachios, POM, Fij",owner,agriculture,aquired,0,female,United States,USA,0.0,North America,executive,1.8,Traded Sectors,True,Consumer,not inherited,True,True
2002,Marian Ilitch,1036,2014,1959,Little Ceasers Pizza,founder,service,new,0,female,United States,USA,0.0,North America,founder non-finance,1.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
2003,Michael Hintze,1036,2014,1999,CQS,founder,finance,new,60,male,Australia,AUS,0.0,North America,self-made finance,1.8,Financial,True,Diversified financial,not inherited,True,True
2004,Michael Ilitch,1036,2014,1959,Little Ceasers Pizza,founder,service,new,0,male,United States,USA,0.0,North America,founder non-finance,1.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
2005,Murdaya Poo,1036,2014,1988,Central Cipta Murdaya,founder,"timber, plantations",new,73,male,Indonesia,IDN,0.0,East Asia,privatized and resources,1.8,Financial,True,Diversified financial,not inherited,True,True
2006,Prasert Prasarttong-Osoth,1036,2014,1969,Bangkok Dusit Medical Services,founder,medicals,new,80,male,Thailand,THA,0.0,East Asia,self-made finance,1.8,Financial,True,Real Estate,not inherited,True,True
2007,Shin Dong-Joo,1036,2014,1948,Lotte Group,relation,retail,new,60,male,South Korea,KOR,0.0,East Asia,inherited,1.8,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True
2008,Stewart Resnick,1036,2014,1934,"Teleflora, Pistachios, POM, Fij",owner,agriculture,aquired,0,male,United States,USA,0.0,North America,executive,1.8,Traded Sectors,True,Consumer,not inherited,True,True
2009,Tom Love,1036,2014,1964,Love's Travel Stops & Country Stores,founder,truck stops,new,0,male,United States,USA,0.0,North America,founder non-finance,1.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
2010,Alexander Machkevich,1046,2014,1994,Eurasion natural Resources Corporation,founder,raw materials,new,60,male,Israel,ISR,0.0,Middle East/North Africa,privatized and resources,1.7,Resource Related,True,Mining and metals,not inherited,True,True
2011,Alijan Ibragimov,1046,2014,1994,Eurasion natural Resources Corporation,founder,raw materials,new,60,male,Kazakhstan,KAZ,0.0,South Asia,privatized and resources,1.7,Resource Related,True,Mining and metals,not inherited,True,True
2012,Andrei Kosogov,1046,2014,1989,Alfa Group,supervisory board or directors,raw materials,new,52,male,Russia,RUS,0.0,Europe,privatized and resources,1.7,Resource Related,True,Energy,not inherited,True,True
2013,Arkady Volozh,1046,2014,1997,Yandex,founder,communication,new,50,male,Russia,RUS,0.0,Europe,founder non-finance,1.7,New Sectors,True,Technology-Computer,not inherited,True,True
2014,Boris Rotenberg,1046,2014,1930,"SGM Group, Mostotrest, TPS Avia",owner,construction,"new, privitization",57,male,Russia,RUS,0.0,Europe,privatized and resources,1.7,Non-Traded Sectors,True,Constrution,not inherited,True,True
2015,Chung Mong-Joon,1046,2014,1967,Hyundai,relation,cars,new,62,male,South Korea,KOR,0.0,East Asia,inherited,1.7,Traded Sectors,True,Consumer,father,True,True
2016,Gabriel Escarrer,1046,2014,1956,Melia Hotels International,founder,real estate,new,79,male,Spain,ESP,0.0,Europe,founder non-finance,1.7,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
2017,Gavril Yushvaev,1046,2014,1992,Wimm-Bill-Dann,owner,dairy,new,56,male,Russia,RUS,0.0,Europe,privatized and resources,1.7,Resource Related,True,Mining and metals,not inherited,True,True
2018,Huang Bingwen,1046,2014,1983,Shantou Dongfeng Printing,founder,printing,new,60,male,Australia,AUS,0.0,North America,founder non-finance,1.7,Non-Traded Sectors,True,Media,not inherited,True,True
2019,Huang Li,1046,2014,1999,Wuhan Guide Infrared,founder,software,new,50,male,China,CHN,0.0,East Asia,founder non-finance,1.7,New Sectors,True,Technology-Computer,not inherited,True,True
2020,Huang Wei,1046,2014,1993,Xinhu Zhongbao,president,real estate,new,54,male,China,CHN,0.0,East Asia,self-made finance,1.7,Financial,True,Real Estate,not inherited,True,True
2021,Igor Altushkin,1046,2014,1997,Russian Copper Company,founder,raw materials,new,43,male,Russia,RUS,0.0,Europe,privatized and resources,1.7,Resource Related,True,Mining and metals,not inherited,True,True
2022,Jeffrey Lorberbaum,1046,2014,1875,Mohawk Industries,Chairman and Chief Executive Officer,flooring,aquired,59,male,United States,USA,0.0,North America,executive,1.7,Traded Sectors,True,Consumer,not inherited,True,True
2023,Joop van den Ende,1046,2014,1993,Endemol,founder,communication,new,72,male,Netherlands,NLD,0.0,Europe,founder non-finance,1.7,Non-Traded Sectors,True,Media,not inherited,True,True
2024,Katsumi Tada,1046,2014,1974,Daito Trust Construction,founder,real estate,new,68,male,Japan,JPN,0.0,East Asia,self-made finance,1.7,Financial,True,Real Estate,not inherited,True,True
2025,Kerry Stokes,1046,2014,1958,Seven Canberra,investor,communication,aquired,73,male,Australia,AUS,0.0,North America,executive,1.7,Non-Traded Sectors,True,Media,not inherited,True,True
2026,Lee Joong-Keun,1046,2014,1983,Booyoung Group,founder,construction,new,73,male,South Korea,KOR,0.0,East Asia,founder non-finance,1.7,New Sectors,True,Technology-Computer,not inherited,True,True
2027,Lee Myung-Hee,1046,2014,1930,Shinsegae Group,relation,software,subsidiary,70,female,South Korea,KOR,0.0,East Asia,inherited,1.7,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True
2028,Lin Xiucheng,1046,2014,2000,San'an Electronics,chairman,software,new,58,male,China,CHN,0.0,East Asia,executive,1.7,New Sectors,True,Technology-Computer,not inherited,True,True
2029,Marc Lasry,1046,2014,1995,Avenue Capital Group,founder,finance,new,53,male,United States,USA,0.0,North America,self-made finance,1.7,Financial,True,Hedge funds,not inherited,True,True
2030,Martua Sitorus,1046,2014,1991,Wilmar International,founder,raw materials,new,54,male,Indonesia,IDN,0.0,East Asia,privatized and resources,1.7,Resource Related,True,Mining and metals,not inherited,True,True
2031,N.R. Narayana Murthy,1046,2014,1981,Infosys,founder,software,new,67,male,India,IND,0.0,South Asia,founder non-finance,1.7,New Sectors,True,Technology-Computer,not inherited,True,True
2032,Patokh Chodiev,1046,2014,1994,Eurasion natural Resources Corporation,founder,raw materials,new,61,male,Belgium,BEL,0.0,Europe,privatized and resources,1.7,Resource Related,True,Mining and metals,not inherited,True,True
2033,Peter Peterson,1046,2014,1985,Blackstone Group,founder,finance,new,87,male,United States,USA,0.0,North America,self-made finance,1.7,Financial,True,Money Management,not inherited,True,True
2034,Pier Luigi Loro Piana,1046,2014,1924,Loro Piana,relation,clothing,new,62,male,Italy,ITA,0.0,Europe,inherited,1.7,Traded Sectors,True,Consumer,3rd generation,True,True
2035,Ralph Sonnenberg,1046,2014,1919,Hunter Douglas Group,relation,architectural products,new,79,male,Netherlands,NLD,0.0,Europe,inherited,1.7,Traded Sectors,True,Consumer,father,True,True
2036,Rolf Gerling,1046,2014,1904,Gerling Konzern,relation,insurance,new,59,male,Germany,DEU,0.0,Europe,inherited,1.7,Financial,True,Money Management,father,True,True
2037,Shao Genhuo,1046,2014,1994,DBN Group,founder,agribusiness,new,48,male,China,CHN,0.0,East Asia,founder non-finance,1.7,Traded Sectors,True,Consumer,not inherited,True,True
2038,Thomas Secunda,1046,2014,1981,Bloomberg,founder,finance, new,59,male,United States,USA,0.0,North America,founder non-finance,1.7,Non-Traded Sectors,True,Media,not inherited,True,True
2039,Tony Tan Caktiong,1046,2014,1978,Jollibee,founder,service,new,61,male,Philippines,PHL,0.0,East Asia,founder non-finance,1.7,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
2040,Wang Junmin,1046,2014,2000,Haisco Pharmaceutical Group,founder,medicals,new,45,male,China,CHN,0.0,East Asia,founder non-finance,1.7,New Sectors,True,Technology-Medical,not inherited,True,True
2041,Zhang Hongwei,1046,2014,2007,United Energy Group,chairman,raw materials,new,59,male,China,CHN,0.0,East Asia,self-made finance,1.7,Financial,True,Diversified financial,not inherited,True,True
2042,Alfred Oetker,1078,2014,1891,Oetker-Gruppe,relation,retail,new,47,male,Germany,DEU,0.0,Europe,inherited,1.7,Traded Sectors,True,Consumer,4th generation,True,True
2043,August Oetker,1078,2014,1891,Oetker-Gruppe,relation,retail,new,69,male,Germany,DEU,0.0,Europe,inherited,1.7,Traded Sectors,True,Consumer,4th generation,True,True
2044,Bergit Douglas,1078,2014,1891,Oetker-Gruppe,relation,retail,new,67,female,Germany,DEU,0.0,Europe,inherited,1.7,Traded Sectors,True,Consumer,4th generation,True,True
2045,Carl Ferdinand Oetker,1078,2014,1891,Oetker-Gruppe,relation,retail,new,41,male,Germany,DEU,0.0,Europe,inherited,1.7,Traded Sectors,True,Consumer,4th generation,True,True
2046,Christian Oetker,1078,2014,1891,Oetker-Gruppe,relation,retail,new,65,male,Germany,DEU,0.0,Europe,inherited,1.7,Traded Sectors,True,Consumer,4th generation,True,True
2047,Domenico Dolce,1078,2014,1987,Dolce & Gabbana,founder,fashion,new,55,male,Italy,ITA,0.0,Europe,founder non-finance,1.7,Traded Sectors,True,Consumer,not inherited,True,True
2048,Edgar de Picciotto,1078,2014,1969,Union Bancaire Privee,founder,finance,new,84,male,Switzerland,CHE,0.0,Europe,self-made finance,1.7,Financial,True,Money Management,not inherited,True,True
2049,Hoang Kieu,1078,2014,1980,RAAS,founder,medicals,new,69,male,United States,USA,0.0,North America,founder non-finance,1.7,New Sectors,True,Technology-Medical,not inherited,True,True
2050,Julia Oetker,1078,2014,1891,Oetker-Gruppe,relation,retail,new,35,female,Germany,DEU,0.0,Europe,inherited,1.7,Traded Sectors,True,Consumer,4th generation,True,True
2051,Nelson Peltz,1078,2014,2005,Trian Fund Management,founder,finance,new,71,male,United States,USA,0.0,North America,self-made finance,1.7,Financial,True,Diversified financial,not inherited,True,True
2052,Richard Oetker,1078,2014,1891,Oetker-Gruppe,relation,retail,new,63,male,Germany,DEU,0.0,Europe,inherited,1.7,Traded Sectors,True,Consumer,4th generation,True,True
2053,Rosely Schweizer,1078,2014,1891,Oetker-Gruppe,relation,retail,new,73,female,Germany,DEU,0.0,Europe,inherited,1.7,Traded Sectors,True,Consumer,4th generation,True,True
2054,Stefano Gabbana,1078,2014,1987,Dolce & Gabbana,founder,fashion,new,51,male,Italy,ITA,0.0,Europe,founder non-finance,1.7,Traded Sectors,True,Consumer,not inherited,True,True
2055,Vladimir Kim,1078,2014,1930,Kazkhmys,investor,raw materials,privatization,53,male,Kazakhstan,KAZ,0.0,South Asia,privatized and resources,1.7,Resource Related,True,Mining and metals,not inherited,True,True
2056,Achmad Hamami,1092,2014,1980,Trakindo Utama,founder,heavy equipment,new,83,male,Indonesia,IDN,0.0,East Asia,founder non-finance,1.6,Traded Sectors,True,Non-consumer industrial,not inherited,True,True
2057,Alan Howard,1092,2014,2002,Brevan Howard Asset Management,founder,finance,new,50,male,United Kingdom,GBR,0.0,Europe,self-made finance,1.6,Financial,True,Hedge funds,not inherited,True,True
2058,Albert von Thurn und Taxis,1092,2014,1615,von Thurn and Taxis family,relation,"postal service, beverages",new,30,male,Germany,DEU,0.0,Europe,inherited,1.6,Financial,True,Diversified financial,5th generation or longer,True,True
2059,Alfred James Clark,1092,2014,1906,Clark Enterprises,chairman,construction,aquired,86,male,United States,USA,0.0,North America,executive,1.6,Non-Traded Sectors,True,Constrution,not inherited,True,True
2060,Andrea Della Valle,1092,2014,1920,Tod's,relation,leather,new,48,male,Italy,ITA,0.0,Europe,executive,1.6,Traded Sectors,True,Consumer,not inherited,True,True
2061,Cao Kejian,1092,2014,1956,Zhejiang Kaishan Compressor,chairman,air compressors,privatization,51,male,China,CHN,0.0,East Asia,privatized and resources,1.6,Traded Sectors,True,Non-consumer industrial,not inherited,True,True
2062,"Chase Coleman, III.",1092,2014,2000,Tiger Global Management,founder,finance,new,38,male,United States,USA,0.0,North America,self-made finance,1.6,Financial,True,Hedge funds,not inherited,True,True
2063,D. Leopoldo Del Pino y Calvo-Sotelo,1092,2014,1952,Ferrovial,relation,construction,new,52,male,Spain,ESP,0.0,Europe,inherited,1.6,Non-Traded Sectors,True,Constrution,father,True,True
2064,David Einhorn,1092,2014,1996,Greenlight Capital,founder,finance,new,45,male,United States,USA,0.0,North America,self-made finance,1.6,Financial,True,Hedge funds,not inherited,True,True
2065,Denise Coates,1092,2014,2000,Bet365,founder,gambing,new,46,female,United Kingdom,GBR,0.0,Europe,founder non-finance,1.6,New Sectors,True,Technology-Computer,not inherited,True,True
2066,Don Hankey,1092,2014,1954,Hankey Group,founder,"cars, finance",aquired,70,male,United States,USA,0.0,North America,self-made finance,1.6,Financial,True,Money Management,not inherited,True,True
2067,Gao Dekang,1092,2014,1975,Bosideng International,chairman,retail,new,62,male,China,CHN,0.0,East Asia,executive,1.6,Traded Sectors,True,Consumer,not inherited,True,True
2068,Gary Burrell,1092,2014,1989,Garmin,founder,software,new,76,male,United States,USA,0.0,North America,founder non-finance,1.6,New Sectors,True,Technology-Computer,not inherited,True,True
2069,Gu Wei,1092,2014,2005,Shenzhen MTC,chairman,software,new,49,male,China,CHN,0.0,East Asia,executive,1.6,Traded Sectors,True,Non-consumer industrial,not inherited,True,True
2070,Hamilton James,1092,2014,1985,Blackstone Group,president,finance,new,62,male,United States,USA,0.0,North America,self-made finance,1.6,Financial,True,Money Management,not inherited,True,True
2071,Huang Shaowu,1092,2014,1998,Shenzhen Aisidi,founder,retail,new,43,male,China,CHN,0.0,East Asia,founder non-finance,1.6,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
2072,James Irsay,1092,2014,1953,Indianapolis Colts,relation,sports team,aquired,54,male,United States,USA,0.0,North America,inherited,1.6,0,True,Other,father,True,True
2073,"Jim Justice, II.",1092,2014,1971,Bluestone Industries,relation,raw materials,new,62,male,United States,USA,0.0,North America,inherited,1.6,Resource Related,True,Mining and metals,father,True,True
2074,"Joe Jamail, Jr.",1092,2014,1987,,lawyer,lawsuits,,88,male,United States,USA,0.0,North America,executive,1.6,0,True,Other,not inherited,True,True
2075,Jon Stryker,1092,2014,1941,Stryker Corporation,relation,medicals,new,55,male,United States,USA,0.0,North America,inherited,1.6,New Sectors,True,Technology-Medical,3rd generation,True,True
2076,Joyce Raley Teel,1092,2014,1935,Raley's,relation,service,new,83,female,United States,USA,0.0,North America,inherited,1.6,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True
2077,Julio Bozano,1092,2014,1960,Banco Bozano Simonsen,founder,finance,new,78,male,Brazil,BRA,0.0,Latin America,self-made finance,1.6,Financial,True,Money Management,not inherited,True,True
2078,Karel Komarek,1092,2014,1995,KKCG Group,founder,raw materials,new,44,male,Czech Republic,CZE,0.0,Europe,privatized and resources,1.6,Resource Related,True,Energy,not inherited,True,True
2079,Lee Jay-Hyun,1092,2014,1953,CJ Group,relation,"food, entertainment",subsidiary,53,male,South Korea,KOR,0.0,East Asia,inherited,1.6,Non-Traded Sectors,True,Media,3rd generation,True,True
2080,Liang Xinjun,1092,2014,1992,Fosun Group,founder,finance,new,46,male,China,CHN,0.0,East Asia,self-made finance,1.6,Financial,True,Diversified financial,not inherited,True,True
2081,Louis Bacon,1092,2014,1989,Moore Capital Management,founder,finance,new,55,male,United States,USA,0.0,North America,self-made finance,1.6,Financial,True,Hedge funds,not inherited,True,True
2082,Mangal Prabhat Lodha,1092,2014,1980,Lodha Group,founder,real estate,new,58,male,India,IND,0.0,South Asia,self-made finance,1.6,Financial,True,Real Estate,not inherited,True,True
2083,Mario Gabelli,1092,2014,1977,Gabelli Asset Management Company,founder,finance,new,71,male,United States,USA,0.0,North America,self-made finance,1.6,Financial,True,Money Management,not inherited,True,True
2084,Mehmet Sinan Tara,1092,2014,1957,Enka insaat ve Sanayi,relation,construction,new,55,male,Turkey,TUR,0.0,Middle East/North Africa,inherited,1.6,Non-Traded Sectors,True,Constrution,father,True,True
2085,Patrick Ryan,1092,2014,1982,Aon Corporation,founder,risk management,new,76,male,United States,USA,0.0,North America,self-made finance,1.6,Financial,True,Money Management,not inherited,True,True
2086,Pham Nhat Vuong,1092,2014,1993,Vingroup,founder,real estate,new,45,male,Vietnam,VNM,0.0,East Asia,self-made finance,1.6,Financial,True,Real Estate,not inherited,True,True
2087,Phillip Ragon,1092,2014,1978,InterSystems,founder,software,new,64,male,United States,USA,0.0,North America,founder non-finance,1.6,New Sectors,True,Technology-Medical,not inherited,True,True
2088,Pierre Papillaud,1092,2014,1990,Roxane,founder,bottled water,new,78,male,France,FRA,0.0,Europe,privatized and resources,1.6,Resource Related,True,Mining and metals,not inherited,True,True
2089,Pollyanna Chu,1092,2014,1992,Kingston Financial,founder,finance,new,56,female,Hong Kong,HKG,0.0,East Asia,self-made finance,1.6,Financial,True,Money Management,not inherited,True,True
2090,Ray Davis,1092,2014,1995,Energy Transfer Partners,ceo,gas pipeline,aquired,72,male,United States,USA,0.0,North America,executive,1.6,Traded Sectors,True,Non-consumer industrial,not inherited,True,True
2091,Richard Elman,1092,2014,1989,Noble Group,chairman,commodities,new,74,male,United Kingdom,GBR,0.0,Europe,privatized and resources,1.6,Resource Related,True,Mining and metals,not inherited,True,True
2092,Robert Miller UK,1092,2014,1963,Duty Free Shopping,founder,retail,new,76,male,United Kingdom,GBR,0.0,Europe,founder non-finance,1.6,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
2093,Roberto Angelini Rossi,1092,2014,1955,Angelini Group,relation,forestry and mining,new,65,male,Chile,CHL,0.0,Latin America,inherited,1.6,Resource Related,True,Mining and metals,father,True,True
2094,Scott Cook,1092,2014,1983,Intuit,founder,software,new,61,male,United States,USA,0.0,North America,founder non-finance,1.6,New Sectors,True,Technology-Computer,not inherited,True,True
2095,Simonpietro Salini,1092,2014,1936,Salini Impregilo,relation,construction,new,81,male,Italy,ITA,0.0,Europe,inherited,1.6,Non-Traded Sectors,True,Constrution,father,True,True
2096,Stephen Jarislowsky,1092,2014,1955,Jarislowsky Fraser Limited,founder,finance,new,88,male,Canada,CAN,0.0,North America,self-made finance,1.6,Financial,True,Money Management,not inherited,True,True
2097,Suhon Lin,1092,2014,1949,Chang Chun Group,founder,raw materials,new,86,male,Taiwan,Taiwan,0.0,East Asia,founder non-finance,1.6,Traded Sectors,True,Non-consumer industrial,not inherited,True,True
2098,Thaksin Shinawatra,1092,2014,1986,Advanced Info Service,founder,communication,new,64,male,Thailand,THA,0.0,East Asia,privatized and resources,1.6,Financial,True,Diversified financial,not inherited,True,True
2099,Tsai Ming-Kai,1092,2014,1997,MediaTek,ceo,semiconductors,new,63,male,Taiwan,Taiwan,0.0,East Asia,executive,1.6,New Sectors,True,Technology-Computer,not inherited,True,True
2100,Venugopal Dhoot,1092,2014,1979,Videocon Electronics,relation,television,new,62,male,India,IND,0.0,South Asia,inherited,1.6,New Sectors,True,Technology-Computer,father,True,True
2101,Vincent Tan,1092,2014,1985,Berjaya Corporation Berhad,founder,gambing,privatization,62,male,Malaysia,MYS,0.0,East Asia,privatized and resources,1.6,Financial,True,Diversified financial,not inherited,True,True
2102,Wen Jianping,1092,2014,2001,Beijing Originwater Technology,founder,sewage treatment,new,52,male,China,CHN,0.0,East Asia,founder non-finance,1.6,0,True,Other,not inherited,True,True
2103,Wong Luen Hei,1092,2014,1996,China Lesso Group,founder,home building materials,new,52,male,China,CHN,0.0,East Asia,founder non-finance,1.6,Traded Sectors,True,Non-consumer industrial,not inherited,True,True
2104,Yoshikazu Tanaka,1092,2014,2004,"GREE, Inc",founder,social network,new,37,male,Japan,JPN,0.0,East Asia,founder non-finance,1.6,New Sectors,True,Technology-Computer,not inherited,True,True
2105,Yuri Gushchin,1092,2014,1998,Obyedinennye Konditery,founder,candy,privatization,69,male,Russia,RUS,0.0,Europe,privatized and resources,1.6,Traded Sectors,True,Consumer,not inherited,True,True
2106,Zhou Chengjian,1092,2014,1986,Metersbonwe Group,founder,fashion,new,48,male,China,CHN,0.0,East Asia,founder non-finance,1.6,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
2107,Ahsen Ozokur,1143,2014,1944,Yildiz Holding,relation,food products,new,63,female,Turkey,TUR,0.0,Middle East/North Africa,inherited,1.6,Traded Sectors,True,Consumer,father,True,True
2108,Ali Ibrahim Agaoglu,1143,2014,1981,Agaoglu Group,founder,construction,new,60,male,Turkey,TUR,0.0,Middle East/North Africa,privatized and resources,1.6,Non-Traded Sectors,True,Constrution,not inherited,True,True
2109,Ana Maria Brescia Cafferata,1143,2014,1889,Grupo Prescia (now Pandora Group),relation,"mining, banking",new,89,female,Peru,PER,0.0,Latin America,inherited,1.6,Resource Related,True,Mining and metals,father,True,True
2110,Ana Maria Marcondes Penido Sant'Anna,1143,2014,1945,CCR Group,relation,toll roads,new,58,female,Brazil,BRA,0.0,Latin America,inherited,1.6,0,True,Other,father,True,True
2111,Benu Gopal Bangur,1143,2014,1918,Shree Cement,relation,cement,new,82,male,India,IND,0.0,South Asia,inherited,1.6,Non-Traded Sectors,True,Constrution,father,True,True
2112,Cesar Mata Pires,1143,2014,1976,OAS SA,founder,construction,new,0,male,Brazil,BRA,0.0,Latin America,privatized and resources,1.6,Non-Traded Sectors,True,Constrution,not inherited,True,True
2113,Christoph Henkel,1143,2014,1876,Henkel Ag,relation,cleaning products,new,0,male,Germany,DEU,0.0,Europe,inherited,1.6,Traded Sectors,True,Consumer,father,True,True
2114,Manuel Moroun,1143,2014,1970,CenTra Inc.,chairman,bridge to canada,aquired,86,male,United States,USA,0.0,North America,executive,1.6,0,True,Other,not inherited,True,True
2115,Rosa Brescia Cafferata,1143,2014,1889,Grupo Prescia (now Pandora Group),relation,"mining, banking",new,87,female,Peru,PER,0.0,Latin America,inherited,1.6,Resource Related,True,Mining and metals,father,True,True
2116,Thomas Steyer,1143,2014,1986,Farallon Capital Management,founder,finance,new,56,male,United States,USA,0.0,North America,self-made finance,1.6,Financial,True,Hedge funds,not inherited,True,True
2117,Wong Kwong Yu,1143,2014,1987,Gome,investor,retail,new,44,male,China,CHN,0.0,East Asia,privatized and resources,1.6,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
2118,Alexander Frolov,1154,2014,1992,Evraz,ceo,raw materials,aquired,49,male,Russia,RUS,0.0,Europe,privatized and resources,1.5,Resource Related,True,Mining and metals,not inherited,True,True
2119,Alexandre Grendene Bartelle,1154,2014,1971,Grendene,founder,shoes,new,64,male,Brazil,BRA,0.0,Latin America,founder non-finance,1.5,Traded Sectors,True,Consumer,not inherited,True,True
2120,Alfredo Harp Helu,1154,2014,1884,Banamex,owner,finance,aquired,69,male,Mexico,MEX,0.0,Latin America,self-made finance,1.5,Financial,True,Money Management,not inherited,True,True
