,name,rank,year,company.founded,company.name,company.relationship,company.sector,company.type,demographics.age,demographics.gender,location.citizenship,location.country code,location.gdp,location.region,wealth.type,wealth.worth in billions,wealth.how.category,wealth.how.from emerging,wealth.how.industry,wealth.how.inherited,wealth.how.was founder,wealth.how.was political
1089,Pat Stryker,931,2014,1941,Stryker Corporation,relation,medicals,new,57,female,United States,USA,0.0,North America,inherited,1.9,New Sectors,True,Technology-Medical,3rd generation,True,True
1090,Richard Li,931,2014,1971,Cheung Kong,relation,real estate,new,47,male,Hong Kong,HKG,0.0,East Asia,inherited,1.9,Non-Traded Sectors,True,Media,father,True,True
1091,Robert Duggan,931,2014,1991,Pharmacyclics,investor,medicals,aquired,69,male,United States,USA,0.0,North America,executive,1.9,New Sectors,True,Technology-Medical,not inherited,True,True
1092,Sid Bass,931,2014,1919,Sid Richardson Gasoline Co,relation,raw materials,new,71,male,United States,USA,0.0,North America,inherited,1.9,Resource Related,True,Energy,father,True,True
1093,Subhash Chandra,931,2014,1976,Essel Group,founder,communication,new,63,male,India,IND,0.0,South Asia,founder non-finance,1.9,Non-Traded Sectors,True,Media,not inherited,True,True
1094,Sulaiman Al Rajhi,931,2014,1957,Al Rajhi bank,founder,finance,new,94,male,Saudi Arabia,SAU,0.0,Middle East/North Africa,self-made finance,1.9,Financial,True,Money Management,not inherited,True,True
1095,Tseng Shin-Yi,931,2014,1949,Chang Chun Group,founder,raw materials,new,86,male,Taiwan,Taiwan,0.0,East Asia,founder non-finance,1.9,Traded Sectors,True,Non-consumer industrial,not inherited,True,True
1096,Ajay Kalsi,973,2014,1998,Indusgas,founder,raw materials,new,53,male,India,IND,0.0,South Asia,privatized and resources,1.9,Resource Related,True,Energy,not inherited,True,True
1097,Ayman Asfari,973,2014,1981,Petrofac,Chief Executive,raw materials,new,55,male,United Kingdom,GBR,0.0,Europe,privatized and resources,1.9,Resource Related,True,Energy,not inherited,True,True
1098,Hans-Werner Hector,973,2014,1972,SAP AG,founder,software,new,74,male,Germany,DEU,0.0,Europe,founder non-finance,1.9,New Sectors,True,Technology-Computer,not inherited,True,True
1099,Li Zhongchu,973,2014,1995,Beijing Shiji Information Technology,founder,software,new,50,male,China,CHN,0.0,East Asia,founder non-finance,1.9,New Sectors,True,Technology-Computer,not inherited,True,True
1100,Marc Ladreit de Lacharriere,973,2014,1991,FIMALAC,founder and CEO,finance,new,73,male,France,FRA,0.0,Europe,self-made finance,1.9,Financial,True,Money Management,not inherited,True,True
1101,Mitchell Goldhar,973,2014,1990,SmartCenters,owner,real estate,new,52,male,Canada,CAN,0.0,North America,self-made finance,1.9,Financial,True,Real Estate,not inherited,True,True
1102,Stewart Rahr,973,2014,1944,Kinray Inc,relation,medicals,new,68,male,United States,USA,0.0,North America,executive,1.9,New Sectors,True,Technology-Medical,not inherited,True,True
1103,Sun Piaoyang,973,2014,1970,Jiangsu Hengrui Medicine,chairman,medicals,new,55,male,China,CHN,0.0,East Asia,executive,1.9,New Sectors,True,Technology-Medical,not inherited,True,True
1104,Arthur Blank,988,2014,1979,Home Depot,founder,retail,new,71,male,United States,USA,0.0,North America,founder non-finance,1.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1105,Carlos Rodriguez-Pastor,988,2014,1994,Interbank Group,owner,finance,privatization,54,male,Peru,PER,0.0,Latin America,privatized and resources,1.8,Financial,True,Money Management,not inherited,True,True
1106,Chao Teng-Hsiung,988,2014,1969,Farglory Land,founder,real estate,new,70,male,Taiwan,Taiwan,0.0,East Asia,self-made finance,1.8,Financial,True,Real Estate,not inherited,True,True
1107,Che Fengsheng,988,2014,2001,Sihuan Pharmaceutical,founder,medicals,new,51,male,China,CHN,0.0,East Asia,founder non-finance,1.8,New Sectors,True,Technology-Medical,not inherited,True,True
1108,Chen Jinxia,988,2014,1994,Hunan Yongjin Group,relation,medicals,new,45,female,China,CHN,0.0,East Asia,inherited,1.8,Financial,True,Diversified financial,spouse/widow,True,True
1109,Craig McCaw,988,2014,1987,McCaw Cellular,founder,communication,new,64,male,United States,USA,0.0,North America,founder non-finance,1.8,Non-Traded Sectors,True,Media,not inherited,True,True
1110,David Chow,988,2014,1997,Macau Legend,Chairman and Chief Executive Officer,real estate,new,64,male,Macau,MAC,0.0,East Asia,self-made finance,1.8,Financial,True,Real Estate,not inherited,True,True
1111,Dinara Kulibaeva,988,2014,1923,Halyk Bank,owner,finance,privatization,46,female,Kazakhstan,KAZ,0.0,South Asia,privatized and resources,1.8,Financial,True,Money Management,not inherited,True,True
1112,Elisabeth Badinter,988,2014,1926,Publicis Groupe,relation,communication,new,70,female,France,FRA,0.0,Europe,inherited,1.8,Non-Traded Sectors,True,Media,father,True,True
1113,Eric Lefkofsky,988,2014,2008,Groupon,founder,communication,new,44,male,United States,USA,0.0,North America,founder non-finance,1.8,New Sectors,True,Technology-Computer,not inherited,True,True
1114,Gil Shwed,988,2014,1993,Check Point,founder,software,new,46,male,Israel,ISR,0.0,Middle East/North Africa,founder non-finance,1.8,New Sectors,True,Technology-Computer,not inherited,True,True
1115,Glenn Dubin,988,2014,1992,Highbridge Capital Management,founder,finance,new,56,male,United States,USA,0.0,North America,self-made finance,1.8,Financial,True,Hedge funds,not inherited,True,True
1116,Guenther Lehmann,988,2014,1973,Drogeriemarkt,owner,retail,new,0,male,Germany,DEU,0.0,Europe,executive,1.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1117,"H. Ross Perot, Jr.",988,2014,1962,Electronic Data Systems,relation,software,new,55,male,United States,USA,0.0,North America,inherited,1.8,New Sectors,True,Technology-Computer,father,True,True
1118,Irwin Jacobs,988,2014,1985,Qualcomm,founder,software,new,80,male,United States,USA,0.0,North America,founder non-finance,1.8,New Sectors,True,Technology-Computer,not inherited,True,True
1119,Jaime Botin,988,2014,1857,Banco Santander,relation,finance,new,77,male,Spain,ESP,0.0,Europe,inherited,1.8,Financial,True,Money Management,3rd generation,True,True
1120,Jennifer Pritzker,988,2014,1957,Hyatt,relation,real estate,aquired,62,female,United States,USA,0.0,North America,inherited,1.8,Financial,True,Real Estate,father,True,True
1121,Jonathan Nelson,988,2014,1989,Providence Equity Partners,founder,finance,new,57,male,United States,USA,0.0,North America,self-made finance,1.8,Financial,True,Private equity/leveraged buyout,not inherited,True,True
1122,Kenneth Feld,988,2014,1967,Feld Entertainment,relation,entertainment,aquired,65,male,United States,USA,0.0,North America,inherited,1.8,Non-Traded Sectors,True,Media,father,True,True
1123,Linda Pritzker,988,2014,1957,Hyatt,relation,real estate,aquired,60,female,United States,USA,0.0,North America,inherited,1.8,Financial,True,Real Estate,father,True,True
1124,Liu Baolin,988,2014,1985,Jointown Pharmaceutical Group,chairman,medicals,new,60,male,China,CHN,0.0,East Asia,executive,1.8,New Sectors,True,Technology-Medical,not inherited,True,True
1125,Lutz Mario Helmig,988,2014,1987,Helios Hospital Group,founder,medicals,new,67,male,Germany,DEU,0.0,Europe,founder non-finance,1.8,New Sectors,True,Technology-Medical,not inherited,True,True
1126,M.A. Yusuff Ali,988,2014,1973,EMKE Group (Lulu Hypermarket),relation,service,new,58,male,India,IND,0.0,South Asia,executive,1.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1127,Nikolai Tsvetkov,988,2014,1993,Financial Corporation Uralsib,founder,finance,new,53,male,Russia,RUS,0.0,Europe,self-made finance,1.8,Financial,True,Money Management,not inherited,True,True
1128,Roberto Hernandez Ramirez,988,2014,1884,Banamex,former CEO,finance,aquired,71,male,Mexico,MEX,0.0,Latin America,self-made finance,1.8,Financial,True,Money Management,not inherited,True,True
1129,Stanley Perron,988,2014,1959,Hancock Prospecting,investor,raw materials,new,91,male,Australia,AUS,0.0,North America,self-made finance,1.8,Financial,True,Real Estate,not inherited,True,True
1130,Thomas Meyer,988,2014,1984,Desigual,founder,retail,new,0,male,Switzerland,CHE,0.0,Europe,founder non-finance,1.8,Traded Sectors,True,Consumer,not inherited,True,True
1131,Timur Kulibaev,988,2014,1923,Halyk Bank,owner,finance,privatization,47,male,Kazakhstan,KAZ,0.0,South Asia,privatized and resources,1.8,Financial,True,Money Management,not inherited,True,True
1132,Tiong Hiew King,988,2014,1976,Rimbunan Hijau Group,founder,raw materials,new,78,male,Malaysia,MYS,0.0,East Asia,privatized and resources,1.8,Resource Related,True,Mining and metals,not inherited,True,True
1133,Tsai Cheng-da,988,2014,1962,Cathay Life Insurance,relation,finance,new,0,male,Taiwan,Taiwan,0.0,East Asia,inherited,1.8,Financial,True,Money Management,father,True,True
1134,Wu Guangming,988,2014,1998,Jiangsu Yuyue Medical Equipment and Supply,founder,medicals,new,52,male,China,CHN,0.0,East Asia,founder non-finance,1.8,New Sectors,True,Technology-Medical,not inherited,True,True
1135,Alain Bouchard,1036,2014,1980,Alimentation Couche-Tard,founder,retail,new,64,male,Canada,CAN,0.0,North America,founder non-finance,1.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1136,Gerald Schwartz,1036,2014,1983,Onex Corporation,founder,finance,new,72,male,Canada,CAN,0.0,North America,self-made finance,1.8,Financial,True,Money Management,not inherited,True,True
1137,John Brown,1036,2014,1941,Stryker Corporation,Chairman,medicals,new,79,male,United States,USA,0.0,North America,executive,1.8,New Sectors,True,Technology-Medical,not inherited,True,True
1138,Marian Ilitch,1036,2014,1959,Little Ceasers Pizza,founder,service,new,0,female,United States,USA,0.0,North America,founder non-finance,1.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1139,Michael Hintze,1036,2014,1999,CQS,founder,finance,new,60,male,Australia,AUS,0.0,North America,self-made finance,1.8,Financial,True,Diversified financial,not inherited,True,True
1140,Michael Ilitch,1036,2014,1959,Little Ceasers Pizza,founder,service,new,0,male,United States,USA,0.0,North America,founder non-finance,1.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1141,Prasert Prasarttong-Osoth,1036,2014,1969,Bangkok Dusit Medical Services,founder,medicals,new,80,male,Thailand,THA,0.0,East Asia,self-made finance,1.8,Financial,True,Real Estate,not inherited,True,True
1142,Shin Dong-Joo,1036,2014,1948,Lotte Group,relation,retail,new,60,male,South Korea,KOR,0.0,East Asia,inherited,1.8,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True
1143,Alexander Machkevich,1046,2014,1994,Eurasion natural Resources Corporation,founder,raw materials,new,60,male,Israel,ISR,0.0,Middle East/North Africa,privatized and resources,1.7,Resource Related,True,Mining and metals,not inherited,True,True
1144,Alijan Ibragimov,1046,2014,1994,Eurasion natural Resources Corporation,founder,raw materials,new,60,male,Kazakhstan,KAZ,0.0,South Asia,privatized and resources,1.7,Resource Related,True,Mining and metals,not inherited,True,True
1145,Andrei Kosogov,1046,2014,1989,Alfa Group,supervisory board or directors,raw materials,new,52,male,Russia,RUS,0.0,Europe,privatized and resources,1.7,Resource Related,True,Energy,not inherited,True,True
1146,Arkady Volozh,1046,2014,1997,Yandex,founder,communication,new,50,male,Russia,RUS,0.0,Europe,founder non-finance,1.7,New Sectors,True,Technology-Computer,not inherited,True,True
1147,Gabriel Escarrer,1046,2014,1956,Melia Hotels International,founder,real estate,new,79,male,Spain,ESP,0.0,Europe,founder non-finance,1.7,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1148,Huang Li,1046,2014,1999,Wuhan Guide Infrared,founder,software,new,50,male,China,CHN,0.0,East Asia,founder non-finance,1.7,New Sectors,True,Technology-Computer,not inherited,True,True
1149,Huang Wei,1046,2014,1993,Xinhu Zhongbao,president,real estate,new,54,male,China,CHN,0.0,East Asia,self-made finance,1.7,Financial,True,Real Estate,not inherited,True,True
1150,Igor Altushkin,1046,2014,1997,Russian Copper Company,founder,raw materials,new,43,male,Russia,RUS,0.0,Europe,privatized and resources,1.7,Resource Related,True,Mining and metals,not inherited,True,True
1151,Joop van den Ende,1046,2014,1993,Endemol,founder,communication,new,72,male,Netherlands,NLD,0.0,Europe,founder non-finance,1.7,Non-Traded Sectors,True,Media,not inherited,True,True
1152,Katsumi Tada,1046,2014,1974,Daito Trust Construction,founder,real estate,new,68,male,Japan,JPN,0.0,East Asia,self-made finance,1.7,Financial,True,Real Estate,not inherited,True,True
1153,Kerry Stokes,1046,2014,1958,Seven Canberra,investor,communication,aquired,73,male,Australia,AUS,0.0,North America,executive,1.7,Non-Traded Sectors,True,Media,not inherited,True,True
1154,Lee Myung-Hee,1046,2014,1930,Shinsegae Group,relation,software,subsidiary,70,female,South Korea,KOR,0.0,East Asia,inherited,1.7,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True
1155,Lin Xiucheng,1046,2014,2000,San'an Electronics,chairman,software,new,58,male,China,CHN,0.0,East Asia,executive,1.7,New Sectors,True,Technology-Computer,not inherited,True,True
1156,Marc Lasry,1046,2014,1995,Avenue Capital Group,founder,finance,new,53,male,United States,USA,0.0,North America,self-made finance,1.7,Financial,True,Hedge funds,not inherited,True,True
1157,Martua Sitorus,1046,2014,1991,Wilmar International,founder,raw materials,new,54,male,Indonesia,IDN,0.0,East Asia,privatized and resources,1.7,Resource Related,True,Mining and metals,not inherited,True,True
1158,N.R. Narayana Murthy,1046,2014,1981,Infosys,founder,software,new,67,male,India,IND,0.0,South Asia,founder non-finance,1.7,New Sectors,True,Technology-Computer,not inherited,True,True
1159,Patokh Chodiev,1046,2014,1994,Eurasion natural Resources Corporation,founder,raw materials,new,61,male,Belgium,BEL,0.0,Europe,privatized and resources,1.7,Resource Related,True,Mining and metals,not inherited,True,True
1160,Peter Peterson,1046,2014,1985,Blackstone Group,founder,finance,new,87,male,United States,USA,0.0,North America,self-made finance,1.7,Financial,True,Money Management,not inherited,True,True
1161,Thomas Secunda,1046,2014,1981,Bloomberg,founder,finance, new,59,male,United States,USA,0.0,North America,founder non-finance,1.7,Non-Traded Sectors,True,Media,not inherited,True,True
1162,Tony Tan Caktiong,1046,2014,1978,Jollibee,founder,service,new,61,male,Philippines,PHL,0.0,East Asia,founder non-finance,1.7,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1163,Wang Junmin,1046,2014,2000,Haisco Pharmaceutical Group,founder,medicals,new,45,male,China,CHN,0.0,East Asia,founder non-finance,1.7,New Sectors,True,Technology-Medical,not inherited,True,True
1164,Zhang Hongwei,1046,2014,2007,United Energy Group,chairman,raw materials,new,59,male,China,CHN,0.0,East Asia,self-made finance,1.7,Financial,True,Diversified financial,not inherited,True,True
1165,Alfred Oetker,1078,2014,1891,Oetker-Gruppe,relation,retail,new,47,male,Germany,DEU,0.0,Europe,inherited,1.7,Traded Sectors,True,Consumer,4th generation,True,True
1166,August Oetker,1078,2014,1891,Oetker-Gruppe,relation,retail,new,69,male,Germany,DEU,0.0,Europe,inherited,1.7,Traded Sectors,True,Consumer,4th generation,True,True
1167,Bergit Douglas,1078,2014,1891,Oetker-Gruppe,relation,retail,new,67,female,Germany,DEU,0.0,Europe,inherited,1.7,Traded Sectors,True,Consumer,4th generation,True,True
1168,Carl Ferdinand Oetker,1078,2014,1891,Oetker-Gruppe,relation,retail,new,41,male,Germany,DEU,0.0,Europe,inherited,1.7,Traded Sectors,True,Consumer,4th generation,True,True
1169,Christian Oetker,1078,2014,1891,Oetker-Gruppe,relation,retail,new,65,male,Germany,DEU,0.0,Europe,inherited,1.7,Traded Sectors,True,Consumer,4th generation,True,True
1170,Edgar de Picciotto,1078,2014,1969,Union Bancaire Privee,founder,finance,new,84,male,Switzerland,CHE,0.0,Europe,self-made finance,1.7,Financial,True,Money Management,not inherited,True,True
1171,Hoang Kieu,1078,2014,1980,RAAS,founder,medicals,new,69,male,United States,USA,0.0,North America,founder non-finance,1.7,New Sectors,True,Technology-Medical,not inherited,True,True
1172,Julia Oetker,1078,2014,1891,Oetker-Gruppe,relation,retail,new,35,female,Germany,DEU,0.0,Europe,inherited,1.7,Traded Sectors,True,Consumer,4th generation,True,True
1173,Nelson Peltz,1078,2014,2005,Trian Fund Management,founder,finance,new,71,male,United States,USA,0.0,North America,self-made finance,1.7,Financial,True,Diversified financial,not inherited,True,True
1174,Richard Oetker,1078,2014,1891,Oetker-Gruppe,relation,retail,new,63,male,Germany,DEU,0.0,Europe,inherited,1.7,Traded Sectors,True,Consumer,4th generation,True,True
1175,Rosely Schweizer,1078,2014,1891,Oetker-Gruppe,relation,retail,new,73,female,Germany,DEU,0.0,Europe,inherited,1.7,Traded Sectors,True,Consumer,4th generation,True,True
1176,Vladimir Kim,1078,2014,1930,Kazkhmys,investor,raw materials,privatization,53,male,Kazakhstan,KAZ,0.0,South Asia,privatized and resources,1.7,Resource Related,True,Mining and metals,not inherited,True,True
1177,Alan Howard,1092,2014,2002,Brevan Howard Asset Management,founder,finance,new,50,male,United Kingdom,GBR,0.0,Europe,self-made finance,1.6,Financial,True,Hedge funds,not inherited,True,True
1178,"Chase Coleman, III.",1092,2014,2000,Tiger Global Management,founder,finance,new,38,male,United States,USA,0.0,North America,self-made finance,1.6,Financial,True,Hedge funds,not inherited,True,True
1179,David Einhorn,1092,2014,1996,Greenlight Capital,founder,finance,new,45,male,United States,USA,0.0,North America,self-made finance,1.6,Financial,True,Hedge funds,not inherited,True,True
1180,Gao Dekang,1092,2014,1975,Bosideng International,chairman,retail,new,62,male,China,CHN,0.0,East Asia,executive,1.6,Traded Sectors,True,Consumer,not inherited,True,True
1181,Gary Burrell,1092,2014,1989,Garmin,founder,software,new,76,male,United States,USA,0.0,North America,founder non-finance,1.6,New Sectors,True,Technology-Computer,not inherited,True,True
1182,Gu Wei,1092,2014,2005,Shenzhen MTC,chairman,software,new,49,male,China,CHN,0.0,East Asia,executive,1.6,Traded Sectors,True,Non-consumer industrial,not inherited,True,True
1183,Hamilton James,1092,2014,1985,Blackstone Group,president,finance,new,62,male,United States,USA,0.0,North America,self-made finance,1.6,Financial,True,Money Management,not inherited,True,True
1184,Huang Shaowu,1092,2014,1998,Shenzhen Aisidi,founder,retail,new,43,male,China,CHN,0.0,East Asia,founder non-finance,1.6,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1185,"Jim Justice, II.",1092,2014,1971,Bluestone Industries,relation,raw materials,new,62,male,United States,USA,0.0,North America,inherited,1.6,Resource Related,True,Mining and metals,father,True,True
1186,Jon Stryker,1092,2014,1941,Stryker Corporation,relation,medicals,new,55,male,United States,USA,0.0,North America,inherited,1.6,New Sectors,True,Technology-Medical,3rd generation,True,True
1187,Joyce Raley Teel,1092,2014,1935,Raley's,relation,service,new,83,female,United States,USA,0.0,North America,inherited,1.6,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True
1188,Julio Bozano,1092,2014,1960,Banco Bozano Simonsen,founder,finance,new,78,male,Brazil,BRA,0.0,Latin America,self-made finance,1.6,Financial,True,Money Management,not inherited,True,True
1189,Karel Komarek,1092,2014,1995,KKCG Group,founder,raw materials,new,44,male,Czech Republic,CZE,0.0,Europe,privatized and resources,1.6,Resource Related,True,Energy,not inherited,True,True
1190,Liang Xinjun,1092,2014,1992,Fosun Group,founder,finance,new,46,male,China,CHN,0.0,East Asia,self-made finance,1.6,Financial,True,Diversified financial,not inherited,True,True
1191,Louis Bacon,1092,2014,1989,Moore Capital Management,founder,finance,new,55,male,United States,USA,0.0,North America,self-made finance,1.6,Financial,True,Hedge funds,not inherited,True,True
1192,Mangal Prabhat Lodha,1092,2014,1980,Lodha Group,founder,real estate,new,58,male,India,IND,0.0,South Asia,self-made finance,1.6,Financial,True,Real Estate,not inherited,True,True
1193,Mario Gabelli,1092,2014,1977,Gabelli Asset Management Company,founder,finance,new,71,male,United States,USA,0.0,North America,self-made finance,1.6,Financial,True,Money Management,not inherited,True,True
1194,Pham Nhat Vuong,1092,2014,1993,Vingroup,founder,real estate,new,45,male,Vietnam,VNM,0.0,East Asia,self-made finance,1.6,Financial,True,Real Estate,not inherited,True,True
1195,Phillip Ragon,1092,2014,1978,InterSystems,founder,software,new,64,male,United States,USA,0.0,North America,founder non-finance,1.6,New Sectors,True,Technology-Medical,not inherited,True,True
1196,Pollyanna Chu,1092,2014,1992,Kingston Financial,founder,finance,new,56,female,Hong Kong,HKG,0.0,East Asia,self-made finance,1.6,Financial,True,Money Management,not inherited,True,True
1197,Robert Miller UK,1092,2014,1963,Duty Free Shopping,founder,retail,new,76,male,United Kingdom,GBR,0.0,Europe,founder non-finance,1.6,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1198,Scott Cook,1092,2014,1983,Intuit,founder,software,new,61,male,United States,USA,0.0,North America,founder non-finance,1.6,New Sectors,True,Technology-Computer,not inherited,True,True
1199,Stephen Jarislowsky,1092,2014,1955,Jarislowsky Fraser Limited,founder,finance,new,88,male,Canada,CAN,0.0,North America,self-made finance,1.6,Financial,True,Money Management,not inherited,True,True
1200,Suhon Lin,1092,2014,1949,Chang Chun Group,founder,raw materials,new,86,male,Taiwan,Taiwan,0.0,East Asia,founder non-finance,1.6,Traded Sectors,True,Non-consumer industrial,not inherited,True,True
1201,Thaksin Shinawatra,1092,2014,1986,Advanced Info Service,founder,communication,new,64,male,Thailand,THA,0.0,East Asia,privatized and resources,1.6,Financial,True,Diversified financial,not inherited,True,True
1202,Thomas Steyer,1143,2014,1986,Farallon Capital Management,founder,finance,new,56,male,United States,USA,0.0,North America,self-made finance,1.6,Financial,True,Hedge funds,not inherited,True,True
1203,Wong Kwong Yu,1143,2014,1987,Gome,investor,retail,new,44,male,China,CHN,0.0,East Asia,privatized and resources,1.6,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1204,Alexander Frolov,1154,2014,1992,Evraz,ceo,raw materials,aquired,49,male,Russia,RUS,0.0,Europe,privatized and resources,1.5,Resource Related,True,Mining and metals,not inherited,True,True
1205,Alfredo Harp Helu,1154,2014,1884,Banamex,owner,finance,aquired,69,male,Mexico,MEX,0.0,Latin America,self-made finance,1.5,Financial,True,Money Management,not inherited,True,True
1206,Bulent Eczacibasi,1154,2014,1942,Eczacibasi Holding,relation,medicals,new,64,male,Turkey,TUR,0.0,Middle East/North Africa,inherited,1.5,New Sectors,True,Technology-Medical,father,True,True
1207,Chang Yung Fa,1154,2014,1961,Evergreen Group,founder,service,new,86,male,Taiwan,Taiwan,0.0,East Asia,founder non-finance,1.5,0,True,Other,not inherited,True,True
1208,Chen Tianqiao,1154,2014,1999,Shanda Interactive Entertainment,founder,entertainment,new,41,male,China,CHN,0.0,East Asia,founder non-finance,1.5,New Sectors,True,Technology-Computer,not inherited,True,True
1209,Chen Yung-Tai,1154,2014,1965,Aurora Group,founder,real estate,new,78,male,Taiwan,Taiwan,0.0,East Asia,self-made finance,1.5,Financial,True,Real Estate,not inherited,True,True
1210,Dan Wilks,1154,2014,2002,Frac Tech,founder,raw materials,new,57,male,United States,USA,0.0,North America,privatized and resources,1.5,Resource Related,True,Energy,not inherited,True,True
1211,Farris Wilks,1154,2014,2002,Frac Tech,founder,raw materials,new,62,male,United States,USA,0.0,North America,privatized and resources,1.5,Resource Related,True,Energy,not inherited,True,True
1212,Faruk Eczacibasi,1154,2014,1942,Eczacibasi Holding,relation,medicals,new,59,male,Turkey,TUR,0.0,Middle East/North Africa,inherited,1.5,New Sectors,True,Technology-Medical,father,True,True
1213,Gary Michelson,1154,2014,1949,Medtronic,inventor,medicals,new,65,male,United States,USA,0.0,North America,executive,1.5,New Sectors,True,Technology-Medical,not inherited,True,True
1214,Gregorio Perez Companc,1154,2014,1968,Petrolera Perez Companc,relation,raw materials,new,78,male,Argentina,ARG,0.0,Latin America,inherited,1.5,Resource Related,True,Energy,father,True,True
1215,Huang Shih Tsai,1154,2014,1990,Greater China International Investment Group,founder,real estate,new,62,male,Hong Kong,HKG,0.0,East Asia,self-made finance,1.5,Financial,True,Real Estate,not inherited,True,True
1216,John Henry,1154,2014,1981,John W. Henry & Company,founder,finance,new,64,male,United States,USA,0.0,North America,founder non-finance,1.5,Traded Sectors,True,Consumer,not inherited,True,True
1217,Juan Carlos Escotet,1154,2014,1992,Banesco,founder,finance,new,54,male,Venezuela,VEN,0.0,Latin America,self-made finance,1.5,Financial,True,Money Management,not inherited,True,True
1218,Koo Bon-Moo,1154,2014,1947,LG Group,relation,software,new,69,male,South Korea,KOR,0.0,East Asia,inherited,1.5,New Sectors,True,Technology-Computer,father,True,True
1219,Lam Kong,1154,2014,1995,China Medical Systems,founder,medicals,new,49,male,China,CHN,0.0,East Asia,founder non-finance,1.5,New Sectors,True,Technology-Medical,not inherited,True,True
1220,Massimo Moratti,1154,2014,1962,Saras SPA,relation,raw materials,new,68,male,Italy,ITA,0.0,Europe,inherited,1.5,Resource Related,True,Energy,father,True,True
1221,Murali Divi,1154,2014,1990,Divis Laboratories,founder,medicals,new,62,male,India,IND,0.0,South Asia,founder non-finance,1.5,New Sectors,True,Technology-Medical,not inherited,True,True
1222,Paul Singer,1154,2014,1977,Elliott Associates,founder,finance,new,69,male,United States,USA,0.0,North America,self-made finance,1.5,Financial,True,Hedge funds,not inherited,True,True
1223,Richard Hayne,1154,2014,1970,Urban Outfitters,founder,retail,new,66,male,United States,USA,0.0,North America,founder non-finance,1.5,Traded Sectors,True,Consumer,not inherited,True,True
1224,Vadim Novinsky,1154,2014,1995,Smart-Holding,owner,raw materials,new,50,male,Ukraine,UKR,0.0,Europe,privatized and resources,1.5,Resource Related,True,Non-consumer industrial,not inherited,True,True
1225,Vichai Srivaddhanaprabha,1154,2014,1989,King Power Duty Free,founder,retail,new,56,male,Thailand,THA,0.0,East Asia,founder non-finance,1.5,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1226,Vinod Khosla,1154,2014,1982,Sun Microsystems,founder,software,new,59,male,United States,USA,0.0,North America,self-made finance,1.5,Financial,True,Venture Capital,not inherited,True,True
1227,Ajay Piramal,1203,2014,1984,Piramel,founder,medicals,aquired,58,male,India,IND,0.0,South Asia,founder non-finance,1.5,New Sectors,True,Technology-Medical,not inherited,True,True
1228,Isidoro Alvarez,1203,2014,1940,El Corte Ingles,relation,retail,new,79,male,Spain,ESP,0.0,Europe,inherited,1.5,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True
1229,William Ackman,1203,2014,2005,Pershing Square Capital Management,founder,finance,new,47,male,United States,USA,0.0,North America,self-made finance,1.5,Financial,True,Hedge funds,not inherited,True,True
1230,Alan Gerry,1210,2014,1956,Cablevision Industries,founder,communication,new,84,male,United States,USA,0.0,North America,founder non-finance,1.4,Non-Traded Sectors,True,Media,not inherited,True,True
1231,Albert Blokker,1210,2014,1896,Blokker Holding,relation,retail,new,68,male,Belgium,BEL,0.0,Europe,inherited,1.4,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True
1232,Aziz Akhannouch,1210,2014,1959,Akwa Group,relation,raw materials,new,53,male,Morocco,MAR,0.0,Middle East/North Africa,inherited,1.4,Resource Related,True,Energy,father,True,True
1233,Christopher Cline,1210,2014,1985,Foresight Reserves,founder,raw materials,new,56,male,United States,USA,0.0,North America,privatized and resources,1.4,Resource Related,True,Mining and metals,not inherited,True,True
1234,David Walentas,1210,2014,1979,Dumbo,founder,real estate,new,75,male,United States,USA,0.0,North America,self-made finance,1.4,Financial,True,Real Estate,not inherited,True,True
1235,Edmund Ansin,1210,2014,1962,Sunbeam Television,chairman,communication,new,77,male,United States,USA,0.0,North America,executive,1.4,Non-Traded Sectors,True,Media,not inherited,True,True
1236,Els Blokker,1210,2014,1896,Blokker Holding,relation,retail,new,66,female,Netherlands,NLD,0.0,Europe,inherited,1.4,Non-Traded Sectors,True,"Retail, Restaurant",spouse/widow,True,True
1237,Farkhad Akhmedov,1210,2014,1993,Northgas,owner,raw materials,subsidiary,58,male,Russia,RUS,0.0,Europe,privatized and resources,1.4,Resource Related,True,Energy,not inherited,True,True
